sentiment	text
neutral	Кредиты для физических лиц банк втб http://t.co/U7i8nYQk3g
neutral	Кредитование физических лиц сбербанк г воронеж http://t.co/kAjHW6ChrR
neutral	Банк москвы кредит физическое лицо http://t.co/Umxgs824lo
neutral	Райфайзен банк народный кредит http://t.co/NyudsMkTLl
neutral	Кредитная карта виза сбербанк россии http://t.co/vV8IF2gL9F
neutral	Выдает ли сбербанк ипотечные кредиты тула http://t.co/hEiiM2q7K2
neutral	Потребительский кредит втб 24 зао http://t.co/yN5BhOVxdJ
neutral	Кредитные карты банка альфа банк http://t.co/vNPdYdOQXV
neutral	Кредит в банке сбербанк россия http://t.co/EIHwHXOkNn
negative	Выходец из Дагестана причинил Россельхозбанку ущерб на 65 миллионов рублей. Должник не хотел возвращать кредит и сжёг залоговое имущество.
neutral	На какие машины сбербанк даёт кредит http://t.co/kHZEPKikP6
neutral	Потребительские кредиты сбербанк в перми http://t.co/NiQ7B7ZzFK
neutral	Ато в кредит сбербанк кваvмос http://t.co/JPnkrJxSDl
neutral	Кредит в банке альфа банк http://t.co/UwS5opR52e
neutral	Оформление кредита втб 24 http://t.co/qOqus0V5Fw
neutral	Заявка на предоставление кредита оао россельхозбанк http://t.co/mlRtwP1B48
neutral	Потребительский кредит сбербанк ростов на дону http://t.co/GPUo1ImYwe
neutral	В Вологодской области Сбербанк выдал 1400 кредитов «Доверие» для малого бизнеса. C ноября 2011 года Северный банк Сбербанка России реализуе
neutral	RT @fowubediqis: газпромбанк барнаул потребительский кредит калькулятор http://t.co/qBzEHJZLbw
neutral	Россельхозбанк получение кредита физическим лицом http://t.co/2E6eI9cRU0
neutral	Оао альфа банк кредитование http://t.co/KN7lv7tmSN
neutral	Центр ипотечного кредитования сбербанк омск http://t.co/r80i95XtBO
neutral	Оао альфа банк кредитование юридических лиц http://t.co/iV6uNwE3tS
neutral	Взять кредит банк москвы http://t.co/yMawt07eqJ
neutral	Кредиты малого бизнеса втб 24 г иркутск http://t.co/rkAyugoYtS
negative	"Попавшие под санкции &amp;quot;Россельхозбанк&amp;quot;  и ....  ""Россельхозбанк"" (РСХБ) и ""Газпромбанк"" просят государственной поддержки в связи с"
neutral	Срок выдачи кредитной карты сбербанк http://t.co/T4FKLNBCTw
neutral	Кредиты втб 24 процентные ставки http://t.co/UBdAS2x2MW
neutral	Кредитная карта альфа банк ростов http://t.co/4WAyFaEoX1
neutral	Банк москвы кредит под залог недвижимости http://t.co/npltLdLbmb
neutral	Потребительский кредит сбербанк белгород http://t.co/F48kJa9911
neutral	Преимущества кредитной карты альфа банк http://t.co/pIm0mlnGih
neutral	бланк заявления анкета банк уралсиб http://t.co/GUd0CruMvx #анкета #банк
neutral	Кредит для физических лиц в россельхозбанке http://t.co/rzNXw0duOi
neutral	Кредит на развитие лпх в россельхозбанке http://t.co/OFGq6Me1Kf
neutral	Кредит в россельхозбанке конаково http://t.co/OzGuhjr3LG
neutral	RT @hyfolamixoqy: альфа банк карта виза классик http://t.co/LMDBxhebju
neutral	Райфайзен банк в москве наличный кредит http://t.co/jcCF5qdKz3
neutral	Повысил сбербанк ставки по автокредитам http://t.co/ZeStEUVwRt
neutral	Кредитный калькулятор втб 24 чебоксары http://t.co/gyFpgRX7tG
neutral	Райффайзен банк кредитное бюро http://t.co/gtb9sWejOg
neutral	Потребительский кредит сбербанк россии сургут http://t.co/4bILLtVAnC
neutral	Кредит наличными банк втб красноярск http://t.co/MVxRpbfAlP
neutral	Проценты потребительского кредита втб 24 http://t.co/rsO4dCgMDi
neutral	Автокредит сбербанк рф без первоначального взноса http://t.co/pC6HckusQd
neutral	RT @posakafbara: кредит 5 миллионов сбербанк http://t.co/Wr8BapNH2q
neutral	Завалить? Каким образом - если нужный для технологии водоем оформляется полтора года? А Россельхозбанк говорит что я рылом не вышел? Думаю
neutral	Потребительский кредит сбербанк процентные ставки http://t.co/35iMwjaReM
neutral	сбербанк бланк заявки на ипотеку http://t.co/nYsoyT3NoC #сбербанк #заявки
neutral	Автокредит втб 24 самара http://t.co/ZQi2Ej5Fzz
neutral	Условия кредита банка втб 24 http://t.co/lzMLK6SDcc
neutral	Кредитование сбербанк г нижний новгород http://t.co/ucPt1fOz41
neutral	Кредиты физ лицам без поручителей сбербанк http://t.co/0uj2IdLSXp
neutral	Кредит втб 24 ярославль http://t.co/pWJHcYjRcp
neutral	Отсрочка ипотечного кредита сбербанк http://t.co/tHyiOZ1XIy
neutral	Нижний тагил сбербанк потребительский кредит http://t.co/jsAgYmGtHI
neutral	Реструктуризация кредитов альфа банк http://t.co/DwBeNwMd53
neutral	Банк москвы пенсионный кредит http://t.co/HdFBRTClSv
neutral	Денежный кредит в газпромбанке http://t.co/qfYdT4yrhZ
neutral	Кредитные брокеры втб 24 http://t.co/aafBRmakTg
neutral	Фермер взял кредит в россельхозбанке http://t.co/3Te6PXb2DX
negative	RT @sapagirymiw: Сбербанк допустил повышение ставок по кредитам
neutral	RT @syhacatizafu: автокредит в новосибирске сбербанк ярославль http://t.co/I1rHmPXgVY
neutral	Россельхозбанк проводит совместную акцию с клубом «Астрон».   04 августа в Марийском филиале Россельхозбанка стартовала акция, впервые пров
neutral	Услуги банка по кредитам втб 24 http://t.co/yhTWIrxWzy
neutral	RT @popuxymohuro: взять кредит в банке сбербанк г пермь http://t.co/yV5QZpx8oa
neutral	RT @AugustaKovaks: взять кредит в втб 24 ярославль http://t.co/RPNkiyIrxg
neutral	Потребительский кредит сбербанк санкт петербург http://t.co/4yqhCHAcrY
neutral	Потребительский кредит сбербанк г тюмень http://t.co/FAKUAvcakW
neutral	Как заплатить за кредит альфа банк http://t.co/a5YRs0FAI5
neutral	За невыплату кредита банк втб http://t.co/wPcnCyWBjp
neutral	Банк уралсиб спб кредит http://t.co/GG5QqD68gi
neutral	Кредит лизинг втб 24 http://t.co/560OzIsBcX
neutral	http://t.co/QIZrZ1kUUk Сбербанк предлагает доверить строительство Керченского моста Мостовику
neutral	Кредитный отдел щелково сбербанк http://t.co/lodS8WoR5u
neutral	Кредит в райффайзен банк аваль http://t.co/ys4LlTB1CK
neutral	Ипотечный кредит в банке втб 24 http://t.co/7ko8njlJQX
neutral	Россельхозбанк кредит на развитие сельского хозяйства http://t.co/qhoAGHbgPY
positive	К 2020 году Россельхозбанк хочет увеличиться в 5 раз
neutral	Кредит в альфа банке отзывы http://t.co/ddQ2mSo1iy
neutral	Кредитные карточки в самаре сбербанк http://t.co/0ZMZ2F4oI5
neutral	RT @poqoxyheqez: банк газпромбанк кредиты http://t.co/gfnEg5Avgv
neutral	RT @kadabocedik: банк москвы заявка на потребительский кредит 14 5 http://t.co/DYrBjj67SI
neutral	Калькулятор расчета потребительского кредита сбербанк http://t.co/Tj58TYYVXU
neutral	бланк квитанции по оплате госпошлины на загранпаспорт по г хабаровск сбербанк http://t.co/JL3O3K4pym #сбербанк #хабаровск
neutral	Получение кредита в альфа банке http://t.co/NM9LxFol7D
neutral	Опель в кредит сбербанк http://t.co/0Svw7B5aQ0
neutral	минимальный процент по потребительскому кредиту сбербанк http://t.co/iZ9xbNAO4R
neutral	RT @NelsonUhn: минимальный процент по кредиту сбербанк http://t.co/n94NiUcHQ6
neutral	Заявка на кредит райффайзен http://t.co/elwJltI1io
neutral	Срок выдачи кредита по заявлению сбербанк http://t.co/7HOvi1Yp7d
neutral	RT @lazaxitifate: Сбербанк начал выпуск карт на базе платежной системы ПРО100.
neutral	Условия автокредитование в россельхозбанке http://t.co/7lbBGAGzL0
neutral	Кредиты от втб 24 http://t.co/l04llzbJPH
neutral	Оставить заявку на потребительский кредит сбербанк http://t.co/GfNSaNIjOv
neutral	Кредиты в кирове сбербанк http://t.co/NYDCIrrsRu
neutral	Кредитная карта альфа банк космо http://t.co/iG1lAljWma
neutral	RT @sejuruhukas: автокредит в альфа банке условия http://t.co/YdEhA6iCg2
neutral	вывод с webmoney в сбербанк http://t.co/Hzx1OvPeaP
neutral	Банк москвы кредит поручитель http://t.co/1DFepwuJ4q
neutral	Автокредит сбербанк россии выгодные условия http://t.co/AyffTp0LZy
neutral	Райффайзенбанк заявки на кредит http://t.co/xaRHZBeS5i
neutral	Я.Новости | Финансы: Сбербанк выдал «Вымпелкому» кредиты на 40 млрд. рублей http://t.co/6EKBEq13Er
neutral	Кредит ипотечный стандарт сбербанк http://t.co/vYAsv9muXW
neutral	Процентные ставки по кредитам прогнозы сбербанк http://t.co/nSoB4AxaUM
neutral	Потребительский кредит газпромбанк краснодар http://t.co/wu2aOPe48k
neutral	Кредитование потребительское сбербанк россии http://t.co/Jo3pxglxdl
neutral	Оформление потребительского кредита банк москвы http://t.co/KxrwWXgqzC
neutral	Банк втб 24 казань кредит http://t.co/bTFO28JGZF
neutral	Уралсиб банк ипотечный кредит http://t.co/vkxgVkPsAu
neutral	Заявление анкета на получение кредита в россельхозбанке http://t.co/uWIHPpTV2s
neutral	Кредиты малому бизнесу в перми сбербанк http://t.co/uyWiEVnDKR
neutral	Россельхозбанк йошкар ола кредит http://t.co/oGARqgxCVH
neutral	Кредитный калькулятор альфа банк http://t.co/ry0cCjrOec
neutral	RT @tohizecahary: заполнить заявку на кредит в альфа банке рассчитать http://t.co/bCCo6IOR2y
neutral	Кредит банке втб 24 ростов на дону http://t.co/mYkKSZX6Pw
neutral	Взять кредит наличными в альфа банкечелябинска http://t.co/LaePcu5AZe
neutral	Ипотечные кредиты сбербанка и втб 24 http://t.co/6i76oo6If1
negative	@Vedomosti #Морганы- известные манипуляторы,не раз садившиеся публично в лужу со своими прогнозами,из #Сбербанка и #ВТБ - уже многие вышли
neutral	Кредитная карта альфа банка виза классик http://t.co/yyNSR0F6Ei
neutral	Райффайзенбанк аваль донецк кредит http://t.co/gvT3RtXFbI
neutral	Потребительское кредитование сбербанк россии краснодарский край http://t.co/Ox8BHSWk0z
neutral	Это надо было видеть как я заходиоа в сбер и аптеку
neutral	http://t.co/0jHmXLsCfe Сбербанк выступил генеральным партнером хакатона мобильных финансовых сервисов http://t.co/ros2VxNDlo
neutral	Кредиты альфа банк в воронеже http://t.co/hRXT5Tutst
negative	СМИ: Россельхозбанк и Газпромбанк просят помощи у государства
neutral	Присылать смс через несколько часов после покупки Привет, сбербанк о/
neutral	RT @hobogipyweny: альфа банк тюмень кредит наличными http://t.co/wOQgUkfahi
neutral	RT @tteCortez: банк москвы в красноярске кредиты потребительские форматы http://t.co/hX9u3Zg4Tn
neutral	Расширенная и облагороженная версия злоключений #Крок в последние годы - http://t.co/ac0gfEPcvf Проделки со #Сбербанк его сильно подкосили
neutral	Автокредит втб 24 в 2014 году http://t.co/tPcFl5GKY3
neutral	Проценты по кредиту выданному россельхозбанк http://t.co/DrLLg5nNBI
neutral	потребительский кредит сбербанк липецк http://t.co/ev35Gm23fi
neutral	RT @switrupurtusi: кредит наличными харьков альфа банк http://t.co/CVB8yimE3E
neutral	"Goldman Sachs повысил свой прогноз роста цен до 8%,в ""Ренессансе"" ожидают инфляцию в 7,5%,""Райффайзен"" предсказывает рост цен от 7 до 7,5%."
negative	@sberbank, если это вы звоните мне с номера +74955102933 и бросаете трубку, перестаньте это делать, пожалуйста. Это новый вид спама?
neutral	«Банк Москвы» выделил АПК «МаВР» 1 млрд руб.
neutral	@alfa_bank, сделайте велопарковки.
neutral	Условия кредитования физ лиц втб 24 http://t.co/4Tcw0lDbED
neutral	Коммунальные платежи кредитной картой райфайзен банк http://t.co/RnsMUalZYE
neutral	Райффайзен банк проценты по кредитам http://t.co/6CYe2p9Akt
neutral	Выданные ипотечные кредиты банк уралсиб http://t.co/uQmD8k3FUS
neutral	Эльдорадо альфа банк кредит http://t.co/FLahAbHoNj
neutral	@AlekseySotnikov @mtreskin не знаю) я в сбер пёрся
neutral	"10:16:33 В стратегии ""Полёт орла"" (http://t.co/sXOkgL3RoR): Исполнена заявка Сбербанк покупка цена: 73.09000 количество: 24.57%"
neutral	Воронеж сбербанк кредитный калькулятор http://t.co/T6lvEogHnI
neutral	Кредит юридические лица сбербанк рф http://t.co/3RWp3TtsGs
neutral	@alfa_bank в подробностях не помню; знаю, что не подключал альфа-чек, но отключал точно
neutral	Кредит молодая семья сбербанк ub27 http://t.co/tZiE9Jfkx0
positive	Акции РФ выросли в начале торгов после решения MSCI оставить Сбербанк в индексе http://t.co/90jfUHUBUD http://t.co/xZt4gWytgK
positive	RT @FastSlon: Сбербанк и ВТБ умудрились остаться в фондовых индексах http://t.co/rTIOUJpZOU после чего их  ?п?р?а?в?о?с?л?а?в?н?ы?е?  акции…
neutral	RT @Fenring: @navalny голос номер 6 молодец, спохватился и вспомнил что Газпром, сбер и РЖД в Крым напрямую не идут и предложил через админ…
neutral	Александр Дюков: Политическое решение уже принято — Крым в составе РФ. Но тем не менее «Газпром», «Роснефть», РЖД, Сбербанк в Крым не идут,
neutral	Банк ВТБ 24 Банкомат, ЗАО, филиал в г. Сестрорецке Санкт-Петербург http://t.co/PcAATqPG82
neutral	RT @Afyan4ik: А никто не говорил как я должна носить этот платок) @ Сбербанк http://t.co/aovv0GmUBo
neutral	Финансирование кредитования в альфа банке http://t.co/IW3bP0q3IJ
neutral	RT @maglov: Александр Дюков: Политическое решение уже принято — Крым в составе РФ. Но тем не менее «Газпром», «Роснефть», РЖД, Сбербанк в К…
neutral	Процентные ставки по кредитам на жилье сбербанк http://t.co/2xezuQxkwI
negative	RT @kucheramat: Сбербанк России - 170 лет на рынке очередей! http://t.co/DDX2sNbHds
neutral	Санкт петербург сбербанк кредиты физическим лицам http://t.co/lpCoMIeiuz
neutral	RT @alfa_bank: Альфа-Банк в партнерстве с Visa представляет программу развития финтех-стартапов Alfa Camp: http://t.co/O4i5tYEoFE http://t.…
neutral	В Липецке Сбербанк подписал соглашение о сотрудничестве с Ассоциацией молодых предпринимателей http://t.co/DXOGW7bplz
neutral	Кредитный банк москвы адреса http://t.co/OPuilTiMpq
neutral	Кто брал автокредит в райффайзенбанк http://t.co/w2o7PDI7sL
neutral	Долбаните мне по голове, чтоб я наконец-то перешла через себя, поехала в сбербанк и сделала эту долбаную карточку
neutral	RT @gypujifedyhy: взять кредит в банке райффайзен центральбанк http://t.co/0PL7TIyphY
negative	@VovanATC Это испытание для новых сотрудников @sberbank. Необходимо дико троллить клиента, но делать это так, чтобы он не звал управляющего.
positive	RT @sberbank: Сбербанк запускает программу потребительских кредитов для военнослужащих. Подробности: http://t.co/L8KIyw2w8I
neutral	Кредит физическому лицу сбербанк иркутск http://t.co/UhlOU80zbK
neutral	@sberbank подскажите, пожалуйста, сколько максимум денег можно снять в банкомате СБ с фамильной карточки Visa (за 1 раз, за 1 сутки) ?
positive	#жизненное На всём постсоветском пространстве Сбербанк России считается одним из самых крупных... http://t.co/KgzMNIOBe3 #новостиДня
positive	#мир Сбербанк России – лидер финансового рынка: На всём постсоветском пространстве Сбербанк России... http://t.co/q01BJyTiis #факты
neutral	Потребительский кредит в россельхозбанке http://t.co/uJd9yBvP4c
negative	RT @KabanMadan: Испытываю чистую, яркую, незамутненную ненависть к @sberbank вообще и его ОнЛайн в частности, и собираюсь ее разжигать и ны…
neutral	Кредитные калькуляторы втб 24 в уфе http://t.co/w1GKWymV9S
neutral	Потребительские кредиты в альфа банке нижнего новгорода http://t.co/cuI4WhszzU
neutral	Кредитный отдел сбербанк энгельс http://t.co/hUBLehHkFk
positive	Ростовский филиал Россельхозбанка увеличил портфель кредитов в сегменте малого бизнеса до 6,4 млрд рублей
neutral	Выдает ли кредиты сбербанк россии http://t.co/eTTLWT4sWF
positive	Акции ВТБ и Сбербанка растут почти на 4% на новостях по MSCI Финансы.рф http://t.co/93RwkFCEP0 #финансы #ВТБ #Сбербанк #MSCI #банки #банкиру
neutral	Авто кредитование альфа банка http://t.co/Km6A4GcUng
negative	Терминал сломан. К обеду не ждите (((( #пц #сбертакойсбер #апокалипсис (at @sberbank) https://t.co/amcjPYhcRK http://t.co/vvoENKRsJQ
negative	вот когда подадут такую-жа жалобу на сбербанк россии (и т.д.), я, пожалуй, задумаюсь: вступаться ли за права зенщин иле нед
neutral	Кредитные карты альфа банка заявка http://t.co/hVc6WCiRmL
neutral	RT @Neftegaz_RU: Газпромбанк: Eurasia Drilling выиграет от западных санкций на ввоз нефтесервисного оборудования: Eurasia Drill... http://t…
neutral	Авто в кредит через сбербанк http://t.co/Uc5zpkgAgA
neutral	Кредит райффайзен банк аваль http://t.co/pqFNODIQ7S
neutral	Какие документа для кредитов альфа банка http://t.co/6ddSKAZyRJ
positive	Россельхозбанк стал победителем конкурса «Лучшие товары и услуги малого бизнеса города Йошкар-Олы» #R
positive	И внезапно Сбер увеличил мне кредитный лимит...
positive	RT @sberbank: Штрих-коды от Сбербанка позволят совершать платежи быстро и без ошибок http://t.co/WrDTBAIG5X http://t.co/uGX7rEuIDF
neutral	RT @poifguglielma: микро кредит сбербанк росси http://t.co/EOAvBNt0kE
neutral	Жилищный кредит банк москвы http://t.co/e2kHuSL8fB
neutral	Кредит наличными орел сбербанк http://t.co/vUedwaTkL3
neutral	RT @qisudusaryw: втб 24 ставрополь автокредит условия http://t.co/zbdyZUVwid
neutral	Минимальная сумма кредита в альфа банке http://t.co/1vDZOvwh9R
neutral	RT @sberbank: Репортаж с Хакатона мобильных финансовых сервисов, прошедшего при поддержке Сбербанка: http://t.co/e2z1LaQgpW
positive	@AlfabankBY спасибо большое!
neutral	Ставки на минимуме, ждем повышения к концу недели – Райффайзенбанк http://t.co/0rEkwomsMh
neutral	RT @jecamejebag: альфа банк продление карты http://t.co/rhnjb9s643
neutral	Банк москвы кредитная карта как получить http://t.co/F5sBjbEPsS
neutral	Райффайзенбанк кредит наличными сургут http://t.co/HuiNSKl1v5
positive	#бизнес Газпромбанк погасил синдицированный кредит на $1,2 млрд: Газпромбанк своевременно погасил синдицирован... http://t.co/htsbjDnMD9
neutral	Ипотечное кредитование сбербанк в новосибирске http://t.co/GNZf3PO5lH
positive	Газпромбанк погасил синдицированный кредит на $1,2 млрд: Газпромбанк своевременно погасил синдицированный кред... http://t.co/FuHS5izQX9
positive	Газпромбанк погасил синдицированный кредит на $1,2 млрд: Газпромбанк своевременно погасил синдицированный кред... http://t.co/rfuRDqccHZ
positive	Газпромбанк погасил синдицированный кредит на $1,2 млрд: Газпромбанк своевременно погасил синдицированный кред... http://t.co/X6P8EFYYsc
neutral	Кредитные карты банк москвы отзывы http://t.co/uRtqvZJU2w
neutral	Банкомат для погошения кредита втб 24 http://t.co/N7dIemQSYc
positive	Газпромбанк погасил синдицированный кредит на $1,2 млрд: Газпромбанк своевременно погасил синдицированный кред... http://t.co/Eho9Myx1oO
positive	#Россия  Газпромбанк погасил синдицированный кредит на $1,2 млрд http://t.co/NPt1CabAql  #sledui
neutral	Кредитные карточки райффайзен банка http://t.co/3I4gBJ1eUx
neutral	Омская детская больница получила новейший аппарат для анестезии: Напоминаем, Банк ВТБ провёл уже ставшую тради... http://t.co/NPCI5F0Q0o
neutral	Кредит наличными в банк москвы http://t.co/hqN63JDg2v
neutral	Банк втб 24 кредиты калькулятор http://t.co/EW4IzaY4ea
neutral	@sberbank а почему аппараты со сканерами убирают и отделений?
neutral	RT @bubugociwuv: альфа банк кредитная карта
positive	#Новости #Экономика Газпромбанк погасил синдицированный кредит на $1,2 млрд http://t.co/mORmtLJvxK
positive	Санкции не проиндексировали - Акции российских госбанков остались в MSCI http://t.co/jDoKYzA343 @sberbank @vtb @kommersant #новости
neutral	Воронеж альфа банк автокредитование http://t.co/YM5nxhMrTU
neutral	Проценты на кредит сбербанк http://t.co/ez80r1JL8V
neutral	Как стать кредитным агентом альфа банка http://t.co/82ZxY9HN1C
neutral	Пакет документов в сбербанк на кредит http://t.co/MRwIDX7A0R
neutral	Преимущества потребительского кредита в альфа банке http://t.co/XKTzKu2KHL
neutral	Кредит банк альфа банк http://t.co/0kOsJ1JvjB
neutral	Представитель Газпромбанка вошел в состав экспертного совета федеральных университетов: В рамках прое... http://t.co/zGoZRDxPOG #novosti
neutral	Кредитный отдел газпромбанка москва http://t.co/HxU4pSY8Wt
neutral	RT @fugebekosyx: автокредит сбербанк онлайн заявка украина http://t.co/65feMttzzC
neutral	RT @meihasurpterp: Банк Москвы предоставит Приморью кредит в 1,5 млрд руб. на покупку воздушных судов
neutral	RT @oxybpaolav: беспроцентная кредитная карта сбербанк россии http://t.co/wq85SyuyED
negative	Пошла в сбербанк деньги положить , чтобы кроссовки заказать и нужен был паспорт и пришлось идти домой
negative	"S&amp;P подтвердило рейтинг Газпромбанка на уровне ""BBB-"" c негативным прогнозом #бизнес http://t.co/omPzZSI6MD"
neutral	В Самаре открылся офис ипотечного кредитования Россельхозбанка
neutral	Кредитование юридических лиц банк втб http://t.co/sIgwZIHwDt
positive	Рефинансирование: Сбербанк помогает решить любые проблемы!. Специалисты отдела продаж малому бизнесу Вологодского отделения выдали крупный
neutral	RT @StellaHodges18: банк сбербанк интернет банк http://t.co/MSQfMYRMB4
positive	Россельхозбанк стал победителем конкурса «Лучшие товары и услуги малого бизнеса города Йошкар-Олы» http://t.co/V7wQByCVA3
neutral	Отсрочка по кредиту втб 24 http://t.co/MzkkcATVL6
neutral	Ипотечный кредит под строительство сбербанк http://t.co/R3glBOllHl
neutral	Льготный автокредит калькулятор сбербанк http://t.co/qFQnQYF1pv
neutral	Pos кредитования готовятся мдм банк и сбербанк http://t.co/TT8apL8Rmc
neutral	Как активировать кредитную карту альфа банка http://t.co/MIDt9f8ZVx
neutral	@alfa_bank есть какая то информация?
neutral	Банк москвы в петрозаводске кредит http://t.co/hEOuCMyJFb
neutral	@sberbankkz это при том, что клиентов было по 3-5 человек!!!!
neutral	Поволжский Сбербанк намерен получить в собственность многоэтажку на площади Урицкого. Компания, которая е строила, обанкротилась. Поволжски
neutral	Кредиты потребительские в г нефтеюганске втб 24 http://t.co/rfLKwQD5ah
neutral	Кредит втб 24 отзывы http://t.co/qECfYlfSsA
neutral	Получение кредита сбербанк россии http://t.co/gXeJJoZaIU
neutral	Кредитный отдел сбербанк санкт петербург http://t.co/BIVVimU9mo
neutral	RT @xixynykopono: кредитная карта альфа банка
neutral	Заявка на кредит в уралсиб банке http://t.co/lUtVgfyobp
neutral	Форум сбербанк кредитование под ипотеку http://t.co/eW1sTn5IXr
neutral	S&amp;P подтвердило рейтинги Газпромбанка
neutral	#news Сбербанк приступил к выпуску банковских карт ПРО100 #читаю #ru_ff #seo
neutral	Потребительский кредит сбербанк каменск шахтинский http://t.co/Xwz47RGx36
neutral	Оао банк москвы кредит http://t.co/YdlXIfuemO
neutral	Ипотечный кредит в втб 24 http://t.co/X8SOPO7AqC
neutral	Кредит молодой семье сбербанк г лабинска http://t.co/ajAxF0Lua4
neutral	Процентные ставки по автокредитованию в газпромбанке http://t.co/XtTTKLkRtf
negative	Эвакуация? Сбербанк России с завтрашнего дня прекращает работу в Донецке (фото) http://t.co/lQEyP3jSQ1
neutral	Ставки потребительского кредита сбербанк http://t.co/HElWumGCDx
neutral	Частично досрочное погашение кредита втб 24 http://t.co/3lPioanllU
neutral	Киев райффайзенбанк кредит за 48 часов http://t.co/O1uZJwOQtc
neutral	Стромынское отделение сбербанк россии автокредит http://t.co/8W8ND6jPSI
neutral	Кредит в райффайзен банк http://t.co/RlrOVmt7Ug
neutral	Банк Москвы выпустил для банков-партнеров миллион платежных карт.На исходное положение третьего квартала 2014 г. банки-агенты, осуществляющ
neutral	RT @jykojinolon: где сбербанк в белгороде http://t.co/44JD1rtCxn
neutral	Потребительские кредиты альфа банка http://t.co/mfUEp04SSs
neutral	Взять кредит в райффайзенбанке http://t.co/9tUeo8cGGa
neutral	Магнитогорск деньги в кредит сбербанк россии http://t.co/TsEOLcazga
neutral	Отделения на карте Сбербанк Санкт Петербург схемы проезда http://t.co/8sfu343uHK
neutral	RT @Sloviansk: #Славянск В одном из лечебных учреждений зарплатные карточки переводят из Привата в Сбербанк России. Бухгалтер поставила все…
neutral	Кредит сбербанк россии череповец http://t.co/w5tibGihxJ
neutral	Как закрыть кредитную карту в альфа банке http://t.co/4xhQDCA3Vs
neutral	Анкета выдача кредитов сбербанк http://t.co/qIIim6MJUs
neutral	@Lea6rfa9, #происшествия В ЛДПР раскритиковали заявление главы ВТБ 24 о российском парламенте #новости
neutral	Банк втб 24 потребительский кредит процентные ставки http://t.co/zoncRgK2Yz
neutral	Кредиты в альфа банке в мурманске http://t.co/DlXRuXAhiT
neutral	RT @juryxozyboc: бланк справки о доходах сбербанк http://t.co/iAXMB4htCp
neutral	Блог им. abncapital | думаю стоит задуматься нужно ли вообще шортить Сбербанк http://t.co/mG32tw3M9X
neutral	мобильный банк сбербанк памятка http://t.co/1o581KmJLy
neutral	RT @rusplt: Лавров назвал запрет на импорт продовольствия ответом на санкции против Россельхозбанка. То есть, всё впереди ещё http://t.co/b…
neutral	http://t.co/9YTFsjxEOy втб 24 кредит наличными требования к заемщику
negative	Лавров: санкции против РСХБ привели к ответным мерам РФ: Санкции против Россельхозбанка (РСХБ) создали недобро... http://t.co/FnwFlFHKpY
neutral	Кредит 100000 рублей сбербанк http://t.co/BEedBW99ph
neutral	Кредит сбербанк верхняя пышма http://t.co/4kHqYTvjI6
negative	"Перевод через Сбербанк Онлайн не проходит. Пишет: ""Данный функционал временно недоступен."
negative	Лавров: санкции против РСХБ привели к ответным мерам РФ. Санкции против Россельхозбанка (РСХБ) создали недобросовестную конкуренцию на прод
positive	Растет спрос на ипотеку в Поволжском Сбербанке.&amp;nbsp; &amp;nbsp;В первом полугодии 2014 года Поволжский Сбербанк выдал более 27 тысяч ипотечных
negative	@buzlol @sberbank вообще 11 ночью все умрет, у тебя наверно раньше
neutral	Лавров объяснил продуктовое эмбарго санкциями Запада против Россельхозбанка http://t.co/opm9SOwKuj http://t.co/6RpvXSJpIs
neutral	Россельхозбанк кредитование фермерского хозяйства http://t.co/KiJMuWzWcj
neutral	Спб сбербанк потребительский кредит http://t.co/RsfwGQECOa
neutral	@tuhbat0v @alfa_bank чем тебя электронное правительство не устраивает?
positive	@ramilnigma @alfa_bank проще и быстрее.  И процентов нет ))
neutral	RT @seo_money_seo: Кредитная карта Уралсиб банк отзывы http://t.co/VAyAqPkLjZ
neutral	Обслуживание кредитных карт альфабанка http://t.co/nFHdBQI2yv
neutral	Кредиты условия банк москвы http://t.co/ASq1YxH75N
neutral	Банк москвы потребительские кредиты http://t.co/VvmAXmiRaG
neutral	RT @dicks_botha: банк втб 24 воронеж кредиты физическим лицам http://t.co/4kQ2cAjJUE
neutral	http://t.co/4XTuIrYep8 кредит россельхозбанка для физических лиц
positive	RT @alexi_grey: @korobkov на Кипре не смогли найти банкомат Райффайзен или партнера. Зато есть сбер промсвязь и альфа
neutral	Потребительский кредит втб 24 тюмень http://t.co/rILJrf6Cly
neutral	Сайт сбербанк кредитный калькулятор http://t.co/r1TXDBogmm
neutral	"Правительство решило не разделять Россельхозбанк - ""Коммерсантъ"""
neutral	RT @diwabehokiwo: банк втб автокредит 8 процентов http://t.co/FE9pmX6D5e
neutral	RT @71_lyubov: #Заявка На Ипотечный Кредит Сбербанк http://t.co/vp923Su8UC
neutral	Для кредита предоставили фальшивые документы россельхозбанк http://t.co/FkX5zQNJYM
neutral	Взять кредит на квартиру банк москвы http://t.co/ai8JTolJWb
negative	RT @FastSlon: Почему РФ ввела эмбарго на импорт западных продуктов? А потому, что ЕС и США ввели санкции против Россельхозбанка http://t.co…
neutral	http://t.co/XiWLunneZe как оплачивать кредит альфа банка
neutral	http://t.co/d5tuVo7QBG россельхозбанк кредиты кострома
neutral	Банк втб 24 кредиты наличными http://t.co/Ag8O9sQY3b
neutral	Одобрение кредита в газпромбанке http://t.co/X0HsUhoG6C
neutral	Ипотечные кредиты в райфайзенбанке http://t.co/gnfAb2FDuA
