sentiment	text
positive	"@megafonru @MegaFonHelp Спасибо, уже сам всё сделал  и опцию подключил. Сервис-Гид неожиданно ""проснулся"", дай бог ему здоровья"
negative	Что творится с МТС? Связь обрывается каждые 30 секунд.
neutral	Как вызвать настройки мтс http://t.co/NmSknXSg9V
negative	RT @Anonim_ykt14: Лайкнула запись, пока загружался интернет эту запись лайкнуло целых 11 человек! Эхх...интернет МегаФона что ты делаешь
negative	Эта вышка обслуживала поселок, где находится моя дача. И куй бы ты с ним, аварии случаются везде, но вот только ипланы @megafonru, похоже
negative	об этом даже не знали! Тем более наивно полагать, что у помойки @megafonru оборудование базовых станций подключено к источникам
neutral	МТС эмас УМС! http://t.co/xRBCoEbWHO
neutral	"вчера я сказал,что сегодня я пойду гулять,схожу в ""Билайн"
positive	Клиенты «МегаФона» будут получать «Бонус за автоплатеж»  до конца года
negative	Короче, пришлось уехать с дачи, чтобы найти зону приема помойки @megafonru. И погрузиться в цирк дебилов из справочной службы по телефону.
negative	Внутренний портал Ростелекома для сотрудников - адская версия Лайвлиба. Никогда не найдешь то, что нужно, и вообще непонятно, где искать.
negative	А спонсор этого твита - билайн Билайн - срал я на вашу передачу данных в Перово
neutral	билайн брянск торрент http://t.co/w1mbnC9Z4z
negative	#RT Друзья, у вас билайн щас работает?
negative	я навероне в мегафоне всем надоела уже. щас опять поцду, интернет не работает :////
negative	Ростелеком - Ограниченный доступ: Постоянно выключается Wi-Fi. Приходится переподключаться и через 4-5 минут. ... http://t.co/vS2rflWDJv
negative	Операторы заняли забавную позицию - якобы мы не правы, но при этом тот же Мегафон даже не проводил подобных мониторингов...
negative	"Лох ошибочно закинул деньги на мой ""дремлющий"" #МТС. Абонентку МТС с меня тут же списал, теперь лоху весь платеж вернет, меня в минус (("
negative	"Новый российский оператор ""К-Телеком"" будет работать в Крыму на частотах МТС"
neutral	@abogachev, сумма была уменьшена в соответствии с сумой расходов по номеру. ^РА #МТС
positive	RT @Life4Beerfenu: МТС возвращается в Узбекистан после двух лет отсутствия
negative	@megafonru восьмой час не могу подключится и мобильному интернету!!! В последние время стало ужасное обслуживание!!!
neutral	Медведев: в Крыму начал работать российский сотовый оператор К-Телеком #Apple #Мегафон
neutral	@Mr_Waff1es Павел, здравствуйте! Обязательно учтем Ваши комментарии в работе. #билайн
positive	"Мой муж перевел ""красивый"" номер из теле2 в мегафон. Пришел написал заявление в мегафон, что хочет перевести к ним номер из теле2."
negative	Ну жена, отправила смс, чтобы узнать как правильно питаться, дочь для определения айкью) и сразу одна должна мтс 900 руб, а другая 400.
neutral	Экскурсию проводим (@ Офис МТС w/ 8 others) [pic
negative	RT @MegaFon_SZ_Help: @nnikiforov Приносим свои извинения за дост.неудобства.Реком.сост.заявку техн.спец.,отправьте запрос на nw-service@meg…
negative	Конечно была в шоке и написала жалобу в МТС, но менеджеры ничем не утешили и все списали на мою невнимательность.
neutral	RT @Irika88: Настройка 3g модема ростелеком http://t.co/5B1Uv2qUlJ
neutral	я в Москве как-то видела как одна латышка устроила истерику в Билайне, когда узнала, что входящие бесплатно только с мобильних на мобильные!
neutral	Экскурсия в павильон Мегафона
negative	Мне всегда казалось, что рекламщики и маркетологов МТСа держат своих абонентов, в том числе потенциальных, за баранов.
neutral	Операторы мобильной связи Украины, такие как МТС и Киевстар, будут работать в Севастополе параллельно с российскими сотовыми компаниями. Об
negative	RT @DashaZhuuuuu: Мегафон сегодня идет на хуй
neutral	@Grajdansky @Mgfvolga_Help @megafonru не знаю как назвать, но надо ходить пешком :))
negative	@MegaFon_SZ_Help Это Вы мне уже 5й раз пишете. И я туда писал уже трижды. Как связаться с вашим руководством?
negative	"RT Часть клиентов ""Билайна"" осталась без связи из-за поломки сетевого оборудования на юге России, сообщил РИА ""Новост...  #Новости #2014"
neutral	Настройка интернет ростелеком на телефон http://t.co/syE9YaX9UZ
negative	@Beeline_RUS Однако, Вы искажаете факты. 31 июля Вы прислали опрос и сообщение, что, якобы, мне ответили. Но ответа не было! Почему?
positive	«Билайн» запустил высокоскоростной интернет 4G в Абакане и Черногорске http://t.co/wS9G1FiVgh
positive	@EniLight у Билайна сами перезванивают тебе @ru_mts
neutral	RT @ilyaMedvedev: Настройка stb ростелеком http://t.co/mf9xK5gGqR
neutral	как насроить asus rt n10 ввцке на ростелеком http://t.co/T6VQXmD0yu
positive	&amp;laquo;МегаФон&amp;raquo; объявляет о снижении цены на фирменный смартфон MegaFon Optima. Теперь приобрести современное и функциональное устрой
negative	гребанный мегафон!! ненавижу тебя
negative	здравствуйте!Где-нибудь в Севере ловит связь мтс или лайф?
negative	походу пора менять оператора. не могу терперь этот говно интернет от МТС
neutral	"@Beeline_RUS Я живу в Волгограде и уезжаю в СПб на неделю. При подключении ""Моя страна"" мобильный интернет будет стоить так же, как дома?"
positive	RT @samoxinaro32055: Ростелеком задействовал в Ереване цепь со скоростью в 40 Гб/с #событиявмире #TEAMFOLLOWBACK
negative	Мтс вообще охренел походу.какого хера у меня -60,только вчера 200 ложила
neutral	мегафон годовой отчет 2011 http://t.co/Y0AdRonw1G
neutral	«Ростелеком» – открытый чемпионат Махачкалы по пляжному футболу – стартовал в минувшие выходные в столице Дагестана, сообщили РИА «Дагестан
neutral	@katty_brunette Вот тут можно посмотреть стоимость интернета: http://t.co/P81ZggnseF, в роуминге будет такая же цена. #билайн
negative	Вот вы говорите, у МегаФона лучший мобильный интернет. Почему тогда у моего 3g скорость даже до 2 мбит/с не доходит?
neutral	#КурортыСеверногоКавказа #архызpark #кавказ #блогтур  #мегафон  #100skfo #7чудескавказа #ажск @ Нижний… http://t.co/VXr8I4PJw1
neutral	RT @24todaynetua: Команда Коломойского предлагает национализировать МТС и Киевстар http://t.co/p3beIAcVW9
positive	МТС Украина продлевает сроки действия скидок на пользование 3G&amp;#8230;
positive	@mersinvald у нас просто нормальный мтс 981, ну, эм...
negative	ДДААААААААА! БОЛЬШЕ АКУШИМЫ В ДММД! БОЛЬШЕ ПСИХА С МЕГАФОНОМ!
neutral	@brewerov @topspb_tv предлагаю @MegaFon_SZ взять меня оклад)
negative	"RT @AveDjema: В очереди в Алло тетка: ""мне нужно поменять номер с украинского МТС на российский киевстар"" Все логично, в прочем как всегда …"
positive	«Мегафон» подключает своих клиентов к лучшему европейскому мобильному интернету
negative	Коннект Менеджер для свистков МТС наделёт таакой убогой локализацией на английский...
negative	"Ребята, если кто не в курсе, то с августа у Билайна наглым образом стала платной услуга ""Будь в курсе"". 0.5р/сутки.Проверьте в своих ЛК."
negative	#ВзаимныйФолловинг Можно подумать, только Ростелеком-Юг такие сволочи, а в остальных компаниях сервис на европейском уровне.
positive	#N «Билайн» запустил LTE в Абакане и Черногорске
neutral	#sledui В Трекере GPS, в автономном подогревателе тож Мегафон.
neutral	Сегодня или завтра буду тестить скорость мтс на даче у меня
negative	опасается за свой бизнес в узбекистане российская компания мтс опасается за свой бизнес в узбекистане генеральная прокуратура страны
positive	ВЭБ приобрел 4G-частоты для Ростелекома http://t.co/yolFptPFU2
neutral	Население Крыма купило 800 тыс. российских сим-карт #Apple #Мегафон
negative	Отключили мобильную связь МТС, остался газ и свет
neutral	RT @gen45000123: Настройка айпи тв ростелеком http://t.co/8MqzhKJRbC
positive	5 августа в конференц-холле ИТ-парка пройдет открытая пресс-конференция, посвященная запуску сети 4G от «Билайн»
neutral	Как взять в кредит у megafon http://t.co/p8hymPzOuB
negative	"RT @voldemariRmotev: #МТС ""лежит"" уже 2 недели даже там, где нет боев. Все мои родственники и друзья из Луганска и области перешли на Киевс…"
neutral	http://t.co/Lqc7K8JhNn freeport ростелеком
positive	Абоненты ВиваСелл-МТС могут пользоваться 4G-роумингом в сети МТС-Россия http://t.co/TLOyExrEsy
neutral	МТС реорганизует часть розничной сети
neutral	Мтс прошивка для ideos s7 http://t.co/IZvGyvEPdY
positive	Абоненты ВиваСелл-МТС могут пользоваться 4G-роумингом в сети МТС-Россия
positive	МТС вернется в Узбекистан в формате совместного предприятия
negative	Вчера ночью у меня опять не работал интернет МтС. До 1:00 чистили грибы, уже под конец я начала сходить с ума.
neutral	«Мегафон» подал иск против Минкомсвязи и Госкомиссии по радиочастотам
neutral	"RT @penke_inblas198: В августе компания 4G-интернета ""Скартел"", принадлежащая ""Мегафону"" и действующая на рынке под брендом Yota, начнет ок…"
neutral	RT @rostelecom_vlg: Дубна адресная книга http://t.co/99kB7ev10d
neutral	"Гендиректор ""Вымпелкома"" объяснил историю с белым Jaguar http://t.co/owNW3wfMPs"
negative	Думаю,что так у всех операторов. Интернет-помощник у МТС неплохой,в отличии от никакого билайновского. Пользуюсь МТС и Билайн.
neutral	RT @pr_podrabotka: #Krsk Старший специалист по маркетингу и рекламе бизнес сегмента (от 28 600 до 40 000 руб.), ВымпелКом http://t.co/FUvWu…
negative	В Симферополе отключили МТС Украина. Оператор говорит что в течении дня связь восстановиться.
negative	МТС не работает. Что может быть лучше ? и как звонить теперь, тем более сегодня так нужно..
negative	Таки доброе утро, сказал МТС и отключил всех украинских абонентов от сети в Крыму. #крымнаш
negative	МТС Украина все таки отключили в Крыму. Вот и аста лависта:)
neutral	Пополнение mts кредитные карты http://t.co/VXQYuH2Xkh
neutral	Портал SMOTRIEGE.RU будет работать в режиме просмотра архива Портал SMOTRIEGE.RU, специально созданный ОАО &amp;quot;Ростелеком&amp;quot;
positive	Сотовый первопроходец из России ступил на крымскую землю #Apple #Мегафон
positive	Про МТС и Ростелеком ничего сказать не могу, а Билайн понравился. Скорость хорошая, а насколько он стабилен, судить рано...
neutral	"RT @euromaidan: Команда Коломойского предлагает национализировать МТС и ""Киевстар""  http://t.co/LCTdRaN0JY"
negative	«Контрактная коррупция» «Ростелекома»? «Российская телекоммуникационная компания», по мнению э http://t.co/0UTLVJavTa http://t.co/vjk7alBRYg
negative	RT @morya4ka: #мтс умер.  Умер? Ну и хуй с ним!!!  Трррр
neutral	@DashaSlesareva на теле2
neutral	У Коломойского хотят национализировать «Киевстар» и «МТС».    Команда днепропетровского губернатора Игоря Кол
negative	RT @A_Gasparyan: Украинский МТС все-таки оставил Крым без мобильной связи. Неприятно, но паники нет. У большинства крымчан уже есть росс. с…
neutral	"В Челябинске и Златоусте поменяли адреса центра продаж и обслуживания клиентов ""Ростелеком"""
negative	@saviik_shuster вместо одного вора-имбицила привели целую группу. А Мегафон молодцы, уже пора начинать что-то менять
negative	@Biclope у нас МТС не работает, киевстар вроде еще держится!
neutral	"У кого-то паранойя “@euromaidan: Команда Коломойского предлагает национализировать МТС и ""Киевстар""  http://t.co/FkdD2zZsNA”"
negative	Если бы это был переход от укр к росс МТС, то людям связь не обрывали. Возможно, это вариант изоляции от Украины, только вместо еды - связь.
negative	"Сегодня, 5 августа, как и было обещано, в Крыму, в частности, в Симферополе, перестал работать украинский мобильный оператор ""МТС-Украина""."
negative	"RT @sevilyakaraeva: МТС таки ""рубанули"". Неужто начинают выполнять обещания? #МТС #Крым"
neutral	Команда Коломойского предлагает национализировать МТС и  http://t.co/hOKcIKxkO9 с помощью @lb_ua
negative	RT @crimeainform: В Симферополе отключилась сеть МТС-Украина, в течение 48 часов оператор отключит весь Крым – Полонский http://t.co/TG5oI0…
positive	«Билайн» запустил LTE в Абакане и Черногорске http://t.co/zivosR20GM
neutral	Полезная информация для абонентов МТС в Крыму.  / Добавляй себе на стену, чтобы не потерять! /  / Сервисы МТ.. http://t.co/N2jC0Q0abc
negative	МТС Украины, как и предполагали, отключен #Крым http://t.co/gHzeA8i7TH http://t.co/5WtQmuJfyL
neutral	"Узбекистан утвердил ""дорожную карту"" по созданию СП с МТС"
neutral	Узбекистан утвердил «дорожную карту» по созданию СП с МТС: Правительство Узбекистана утвердило условия и сроки... http://t.co/OS4TALuKIr
neutral	Узбекистан утвердил «дорожную карту» по созданию СП с МТС: Правительство Узбекистана утвердило условия и сроки... http://t.co/643I0I6Sa8
neutral	У Коломойского хотят национализировать «Киевстар» и «МТС».   Команда днепропетровского губернатора Игоря Коло
neutral	Узбекистан утвердил «дорожную карту» по созданию СП с МТС
neutral	"Узбекистан утвердил ""дорожную карту"" по созданию СП с МТС: В соответствии с документом, работы по созданию СП Universal Mobile System..."
negative	@VMironenko25 У мегафона из-за кривого интервейса ПО и впихнутой туда рекламы даже баланс хрен проверишь. Вспомнилось.
negative	"RT @baba_yaga_blya_: ""@newsdaily_ukr: В Крыму отключили МТС-Украина http://t.co/fg576guw8g #україна""  пясьдёшь!,я сь йавонава иньтярнету ва…"
negative	В Крыму перестала работать связь «МТС-Украина»
negative	Мтс Украина отключили(( Переходим на Life
neutral	мтс 960 скачать http://t.co/RMjH75IW71
negative	RT @knuckztve: 4 августа МТС «слышат впервые» про отключение связи в Крыму: http://t.co/lIIzmVGhNt  5 августа связь отключается: http://t.c…
negative	"RT @GazetaRu_Biz: ""МТС-Украина"" прекращает работу в Крыму #бизнес http://t.co/8x6UYvJV2Z"
positive	У меня МТС Украина работает и все хорошо.  / Что за паника и ажиатаж с Российскими картами?!
positive	МТС реорганизует часть розничной сети в пользу обслуживания действующих абонентов
positive	#бизнес МТС реорганизует часть розничной сети в пользу обслуживания действующих абонентов: МОСКВА, 5 ...  #ЧитайМеняАяТебя
positive	МТС реорганизует часть розничной сети в пользу обслуживания действующих абонентов: МОСКВА, 5 августа. /ПРАЙМ/. МТС реорганизует розни...
positive	#бизнес МТС реорганизует часть розничной сети в пользу обслуживания действующих абонентов: МОСКВА, 5 августа. /ПРАЙМ/. МТС реорганизу...
neutral	МегаФона юбилей #оренбург http://t.co/jP9tztnddi
negative	@ru_mts боюсь что специалисты МТС Банка меня не смогут прокансультировать через Твиттер.
negative	В Крыму перестала работать связь «МТС-Украина»  http://t.co/Pby1IAsTRU
negative	@boxingdo В Крыму перестала работать связь «МТС-Украина»
negative	#followback В Крыму перестала работать связь «МТС-Украина»: В Крыму в ночь на 5 августа перестала работать связь мобиль...  #rufollowback
negative	В Крыму перестала работать связь «МТС-Украина»  http://t.co/1NiaN9gHvx
negative	#seo В Крыму перестала работать связь «МТС-Украина»  #взаимныйФолловинг
negative	Связь МТС-Украина в Крыму отключат в течение 48 часов, - Полонский http://t.co/WNyoA0ENzc
negative	МТС-Украина прекратит свою работу в Крыму в течение 48 часов http://t.co/JrPsEMzbOw #runews #fact #russia #ukraine
negative	#RuFollowMe У моего провайдера после перехода под МТС выпилили файл-сервер и локальный торрент.
negative	RT @fuckysebastopol: Внеплановая поломка МТС в Симферополе вызвала спланированную панику и ажиотаж
negative	Не МТС, а МТС-Украина. И не отключился, а отключают. @fontanka_spb
neutral	МТС Россия в Крыму
negative	RT @Prizrak_opery: Оператор #МТС открыто поддерживает #терроризм. И до сих пор работает в Украине. Нет проблем? http://t.co/Vc5qNLctRn
positive	На Камчатке &amp;#171;Билайн&amp;#187; подарит природе час без света
negative	RT @MininformRK: #Новости #Полонский В ТЕЧЕНИЕ 48 ЧАСОВ ПОСЛЕ ОТКЛЮЧЕНИИЯ СИМФЕРОПОЛЯ МТС-УКРАИНА ОТКЛЮЧИТ ОТ СЕТИ ВЕСЬ КРЫМ –... http://t.…
negative	RT @phantomhit: Через МТС террористы осуществляют радиоразведку прямо на фронте http://t.co/MA3N4QYGFl
negative	RT @OKozyrov: в #Крыму таки сегодня как и ожидалось отключили работу украинского МТС. Номера украинской нумерации МТС недоступны.
negative	В Симферополе УкроМТС не работает
positive	Потому что мтс добровольно никого не отключал. Все эти новости опровергали.
positive	МТС должна вернуться в Узбекистан к декабрю http://t.co/BYJg3Ovgwa
neutral	@Stinger_tanz Николай,чтобы проверить ситуацию, нужен  Ваш номер. Пож-та, отправьте его и ссылку на твит нам на pomogite@beeline.ru.Спасибо
negative	В Симферополе абоненты МТС-Украина остались без связи: Как сообщается, на остальной территории Крыма сеть... http://t.co/aLUg5Yt7Bz #vk
positive	"""Билайн"" запустил 4G в Абакане и Черногорске http://t.co/4HxqstHqVW"
neutral	«МегаФон» откроет выставку travel-фотографий «Весь мир»
negative	"В Симферополе все же ""отрубили"" украинский МТС"
negative	«МТС-Украина» уйдет из Крыма в ближайшие 48 часов, — министр информации #новости #крым http://t.co/di6zxBs4nt
negative	Украинский МТС уйдет из Крыма за 2 дня / http://t.co/DaOJkNWaJE.. http://t.co/3Zphg5SNv3
negative	RT @NPoklonskaya: В Симферополе отключилась сеть МТС-Украина, в течение 48 часов оператор отключит весь Крым #Полонский #крыминформ
negative	RT @Blinky0000: МТС,вернииииись( блин так не вовремя отключили!!!!
positive	"""Билайн"" запустил 4G в Абакане и Черногорске http://t.co/4ThRJF0Upi"
positive	"""Билайн"" запустил 4G в Абакане и Черногорске http://t.co/bJDpi7c258"
negative	В Симферополе отключили мобильный оператор «МТС»
negative	"Позитив в кабинете: ""- судя по комментам из сети похоже отключили только МТС в Симфе. - суки! если насрать, так в центре полуострова. На!"""
negative	@Beeline_RUS получится протестировать только вечером. Но создается впечатление, что мне активно пытаются намекнуть сменить оборудование?
negative	С утра вторника абоненты МТС-Украина в Крыму остались без связи. Без объяснения причин оператор мобильной связи отключил свою сеть ...
negative	В Симферополе отключили мобильный оператор «МТС» #новости #крым http://t.co/I49HUzu8sE
positive	Сравнил тарифы на инет в кз и кг. В кг мегалайн хочет 4400сом за 10мбит. В кз билайн за 3300тенге ( 1000сом) дает 20мбит. #этограбеж
positive	@Spartak83 @ru_mts мегафон интернет работает лучше,хотя с мтс тож проблем нету,но Мегафон быстрее
neutral	RT @NPoklonskaya: К-Телеком с 2007 г., представляет бренд МТС.
negative	В Симферополе отключилась сеть МТС-Украина, в течение 48 часов оператор отключит весь Крым – Полонский /  / Опера.. http://t.co/5ILhrnc15b
negative	В Крыму перестала работать мобильная связь МТС-Украина:   На территории оккупированного крымского полуострова,... http://t.co/K30x6Ua7bJ
neutral	Компания «МегаФон» совместно с MediaTek и Alcatel Onetouch представила смартфон POP S7, поддерживающий сети LTE. Устройство стало первым 4G
positive	МТС снова в Узбекистане
neutral	«МегаФон» и Alcatel Onetouch представляют новый смартфон POP S7
negative	Нет сети: У крымчан не работает МТС-Украина
negative	В Крыму прекратил работу оператор «МТС-Украина»
negative	Оператор «МТС-Украина» ушел с крымского рынка мобильной связи #программы #инет
positive	"@lizinastusha когда в тот раз мы разговаривали про 3G, мне потом мтс ответил в твиттере, типа ""если есть жалобы - обращайтесь"""
positive	«Билайн» запустил LTE в Тамбове и Мичуринске http://t.co/HOvFbdw1cj
neutral	@argo_78 рекомендуем найти вручную сеть  WIN mobile. ^СН #МТС
negative	@megafonru @MegaFon_SZ_Help Помимо радара, у вас целый набор 3,14-дорских услуг, которые якобы подключаются автоматически.
negative	RT @shatcu: @megafonru @MegaFon_SZ_Help Помимо радара, у вас целый набор 3,14-дорских услуг, которые якобы подключаются автоматически.
negative	В Симферополе прекращена работа украинского мобильного оператора МТС http://t.co/mZYJPtrR5v
neutral	Выиграйте «Мерседес-Бенц» с картой Visa  от МТС Банка! http://t.co/TTXFEpaEHR
neutral	RT @sioburn: Министр связи Крыма уже и виноватых назвал. Угадаете, не кликая по ссылке? http://t.co/JkSqxt0d4a #крым #мтсукраина #полуроссия
neutral	@krymrealii Это крымская власть использовала инфраструктуру #МТС для своего оператора Win
negative	Оператор сотовой связи Азербайджана устраняет дефицит карт оплаты #Apple #Мегафон
positive	Сегодня #вказани официально запустили сеть #4G #билайн и по этому поводу мы встретились с журналистами http://t.co/lWg2WboEaS
negative	«МТС-Украина» отключили в Крыму
negative	«МТС-Украина» отключили в Крыму // SIM-карты российских операторов в Симферополе продаются с рук http://t.co/Zm2CIi52pE #бизнес
negative	«МТС-Украина» отключили в Крыму // SIM-карты российских операторов в Симферополе продаются с рук
positive	МТС должна вернуться в Узбекистан к декабрю http://t.co/TLZ1mfBwWn http://t.co/xVopv3PLGQ
negative	Сегодня в Симферополе была отключена сеть мобильного оператора «МТС-Украина». Об отключении сообщают жители Симферополя. В течении
positive	RT @Castiel_WW: Все: - Ваай,у меня др,уруру,подарочки,празднование, поздравляшки:3 Я: - Спасибо МТС, Эльдорадо и ЯндексПочте за поздравлени…
positive	МТС вернется на рынок мобильных услуг Узбекистана
negative	«МТС-Украина» полностью уйдет из Крыма в течение двух суток
negative	"«МТС-Украина» полностью уйдет из Крыма в течение двух суток: Оператор украинской мобильной связи ""МТС-Украина""... http://t.co/On0SubgOqY"
negative	#крым В МТС-Украина объяснили причину проблем со связью в Крыму: На официальном сайте компании МТС-Укр... http://t.co/ODvh6jXimE #crimea
neutral	RT @b___d: #МТС #Украина #Крым #Симферополь - сайт МТС Украина http://t.co/pI0qXvPbv0
positive	"""Билайн"" запустил сеть 4G в Тамбове и Мичуринске.""Билайн"" объявил о запуске в коммерческую эксплуатацию сети 4G в Тамбовской области. Новая"
negative	"""МТС-Украина"" полностью уйдет из Крыма в течение двух суток"
negative	В МТС-Украина объяснили причину проблем со связью в Крыму http://t.co/stdJpEFmM2
positive	"""Билайн"" объявил о запуске в коммерческую эксплуатацию сети 4G в Тамбовской области. Новая технология уже доступна 80% жителей Тамбов..."
negative	"RT @interfaxua: ""МТС-Украина"" объясняет отключение абонентов в Симферополе техническими проблемами и предпринимает меры по восстановлению с…"
negative	МТС сообщил об утере контроля над своими станциями в Крыму
negative	В Крыму прекращено обслуживание клиентов «МТС-Украина»   http://t.co/9gEuVvdb40
negative	Оператор «МТС-Украина» ушел с крымского рынка мобильной связи http://t.co/T1GmhmPwja
negative	Оператор «МТС-Украина» ушел с крымского рынка мобильной связи
negative	В Симферополе не работает МТС, в компании говорят о технических проблемах
negative	МТС сообщил об утере контроля над своими станциями в Крыму: Мобильный оператор МТС-Украина сообщил о техническ... http://t.co/9AYxFV4NxC
positive	МТС реорганизует розничную сеть. Через полтора года каждый 10-й ее салон будет обслуживать в первую очередь действующих абонентов, а продаж
negative	МТС сообщил об утере контроля над своими станциями в Крыму http://t.co/sWJBzxfiAf
negative	МТС сообщил об утере контроля над своими станциями в Крыму http://t.co/PNd8vVZCNu
negative	МТС-Украина заявляет о безуспешных попытках восстановить мобильную связь в Симферополе http://t.co/v4ZwKyEp1I #новости #news
negative	В Крыму в течение ближайших двух суток ожидается прекращение работы оператора мобильной связи «МТС».
negative	"""В настоящее время в Крыму отсутствует мобильная связь МТС"" http://t.co/AjB7BTXvqG"
negative	МТС сообщил об утере контроля над своими станциями в Крыму http://t.co/BM7U0x6Nz7
negative	с сайта мтс пытаюсь отправить смс.и знаете что ?это совсем не получается
negative	@Beeline_RUS подал через лк заявку на смену тарифа, конечно ничего не сменилось, прошло часа два. 9643647836, надо тариф все по 150
negative	RT @icrimea: МТС-Украина заявляет о безуспешных попытках восстановить мобильную связь в Симферополе http://t.co/nElCznOpSz
negative	"В Крыму заявили, что ""МТС-Украина"" полностью уйдет с полуострова за двое суток #новости"
negative	"RT @vesticrimea: #Crimea ""МТС Украина"" пытается восстановить связь в Симферополе: Оператор выясняет причины отсутствия... http://t.co/m1HGg…"
negative	МТС-Украина заявляет о безуспешных попытках восстановить мобильную связь в Симферополе http://t.co/JmZHcaZ5LW http://t.co/drxNuqnXr5
negative	МТС сообщил об утере контроля над своими станциями в Крыму: Есть ряд технических проблем, которые нужно исправ... http://t.co/XhJadoww3R
negative	В настоящее время в Крыму отсутствует мобильная связь МТС: Компания МТС заявила о том, что они пока не имеют т... http://t.co/MsRmIvvEH8
neutral	http://t.co/A9h311ENDp Новые окна подарили благотворители «Ростелекома» Красногородской школе-интернату
positive	"Наша СИМ-карта оператора ""МТС-Украина"", не смотря на предупреждения об отключении, работает. А вот в Симферополе, говорят, уже нет связи."
negative	МТС сообщил об утере контроля над своими станциями в Крыму Мобильный оператор МТС-Украина сообщил о технических проблемах в Крыму,
negative	RT @falconua: #КрасныйЛуч лежат почти все провайдеры, в т.ч. Укртелеком. Платёжные терминалы не работают. МТС не ловит, лайф - кое-как можн…
positive	RT @eldarmurtazin: Сочувствую МТС Украина. Невозможно работать когда люди с автоматами пытаются вырубить оборудование и нервничают. Причем …
negative	RT @eldarmurtazin: МТС Украина в течение 2х дней выключит связь в Крыму. Киевстар пока держится, но давление огромное. Life молодцы отбиваю…
neutral	@Citizen_UKR @AlexGrishuk Байка МТС. Пора национализировать!
negative	Так у Джеосела и у Магти. Как дело обстоит у Билайна, не в курсе, но у них в Грузии 3G нет вообще, максимум - EDGE, а это несерьёзно.
negative	В Симферополе пропала мобильная связь МТС
positive	МТС вернется на рынок мобильных услуг Узбекистана Напомним, что в связи с лишением лицензии в 2012 году, дочернему предприятию ОАО
negative	В Крыму перестал обслуживать абонентов сотовый оператор &amp;quot;МТС-Украина&amp;quot;. При попытке набрать номер симферопольские клиенты &amp;quot;МТ
negative	Кого тут еще мтс обдирает? Погнали в салон и культурно пизды им дадим
negative	@Rostelecom_Ural @SupportRT мошенники с ваших номеров http://t.co/toT7TEmZjv
negative	У нас в городе отключили связь, мтс- Украины у нас больше нет
neutral	«МТС-Украина» принимает меры по восстановлению связи в Симферополе
neutral	«МТС-Украина» принимает меры по восстановлению связи в Симферополе http://t.co/E7eyUCtcQC
neutral	МТС, Киевстар и Life не планируют отключать крымчан
positive	"""Билайн"" запустил сеть 4G в Тамбове и Мичуринске"
negative	RT @adagamov: «МТС-Украина» сегодня ночью прекратил обслуживание абонентов в Крыму. Это 57% из 3 млн номеров на полуострове.
neutral	«МТС-Украина» принимает меры по восстановлению связи в Симферополе  http://t.co/rxudDwnOyV
neutral	#RT «МТС-Украина» принимает меры по восстановлению связи в Симферополе http://t.co/lITxd8YBho #FollowBack #Взаимно
neutral	#runews «МТС-Украина» принимает меры по восстановлению связи в Симферополе  #новости
neutral	#RT «МТС-Украина» принимает меры по восстановлению связи в Симферополе  #followback
neutral	100% #FollowBack «МТС-Украина» принимает меры по восстановлению связи в Симферополе  #RT
neutral	#seo #fyseo_ru «МТС-Украина» принимает меры по восстановлению связи в Симферополе: В компании добавили,...  #новости #Яндекс
neutral	«МТС-Украина» принимает меры по восстановлению связи в Симферополе  #hitech #компьютер
neutral	#iPhone #android «МТС-Украина» принимает меры по восстановлению связи в Симферополе  #iPad #Samsung
negative	Ну пиздец в Севасе связи нет, МТС отключают, теперь если и звонить то минута 10 рублей
negative	RT @KRYMSOS: В связи с тем, что в Симферополе отключили связь у абонентов «МТС-Украина», сегодня с самого утра  в салонах... http://t.co/wD…
negative	МТС объяснила проблемы со связью в Крыму потерей контроля над ключевым объектом связи http://t.co/fjIQFsaAKI via @1prime_ru
negative	RT @StopRussia2014: #КрасныйЛуч лежат почти все провайдеры, в т.ч. Укртелеком. Платёжные терминалы не работают. МТС не ловит, http://t.co/m…
negative	"RT @itass: ""МТС Украина"" отключает Крым http://t.co/OSW0ocL8fB"
negative	# Проблемы со связью «МТС-Украина» начались и в Севастополе
negative	"Проблемы со связью «МТС-Украина» начались и в Севастополе: В Севастополе с 12:00 начались проблемы со связью у абонентов ""МТС-Украина..."
negative	Проблемы со связью «МТС-Украина» начались и в Севастополе: В Севастополе с 12:00 начались проблемы со связью у... http://t.co/bk4DYWBBxh
