sentiment	text 
neutral	ростелеком и tele2 завершать создание оператор сотовый связь #android #twitter 
positive	клиент билайн смочь делить мобильный интернет: клиент билайн смочь делить интернет-трафик свой смарт http://tco/nl4h1yngcp 
positive	клиент билайн смочь делить мобильный интернет: клиент билайн смочь делить интернет-трафик свой смарт http://tco/wironyfqdr 
neutral	@slavyanka_river мочь отправлять информация мы в личный сообщение или на blogs@mtsru ^нм #мтс 
negative	связь мтс исчезать во все крым: у компания нет доступ к оборудование #google #apple 
neutral	tele2 и ростелеком завершать слияние мобильный актив — рамблер-новость http://tco/mv7zssj4d2 
neutral	ростелеком и tele2 завершать создание оператор сотовый связь 
neutral	#коломойский хотеть национализировать #мтс-украина за пособничество россия http://tco/rzlamqjrtf http://tco/hokunsdfwo 
neutral	 @vedomosti: ростелеком и tele2 завершать создание мобильный сп http://tco/ixahhrasuw 
negative	со специалист мтс украина в крым нет связь фото: vkurseua  мтс украина по независящий от компания причина лишенный технический воз 
negative	выручка вымпелком во ii квартал снижаться на 7% http://tco/xqxehhix1p 
neutral	как занимать деньги у мегафон 200 руб 
neutral	в управление связь севастополь прокомментировать отсутствие связь мтс-украина - крым http://tco/igjo0y1v8g 
negative	 @politnavigator: свежий новость : работа мтс-украина прекращать и в севастополь http://tco/hd0t4v1wtq 
positive	tele2 представлять удобный роуминг-калькулятор для планирование затрата на сотовый связь за границейсервис помогать спланировать стоимость и 
neutral	мтс украина хотеть восстанавливать связь в крым с помощь другой оператор: сотовый оператор мтс украина обр http://tco/vghs6ev5lq 
neutral	@greggregox если недостаточно трафик по опция интернет-mini то можно  добавлять другой услуга: http://tco/cthnbxa6k1 ^ава #мтс 
negative	весь крым отключать от мтс-украина http://tco/nkvsmsfg9p 
neutral	http://tco/m1jiwmfwkz ростелеком и tele2 россия завершать слияние сотовый актив 
positive	стратегия билайн в область digital-среда - внедрение хороший мировой практика 102 млн пользователь новый личной кабинет / #beeline 
negative	 @rushhta: в крым отключать мтс украина на очередь свет украина вода украина продукт украина дорогой крымчанин-новоросс кушать га 
neutral	 @kfm936: мтс украина намерен организовывать технический роуминг для восстановление свой услуга в крым 
negative	ростелеком забирать человек у свой ключевой подрядчик по ита в здравоохранение 
neutral	на база tele2 создавать новый федеральный сотовый оператор http://tco/hwmi7t3vcz 
neutral	@explosiveuk если ситуация сохраняться то написать пожалуйста подробность указывать данные как здесь: http://tco/etlqgm3mup ^ава #мтс 
positive	@temachkin ай прощать палец промахиваться ;) #билайн 
positive	компания мобильный телесистема (мтс) сообщать о запуск в коммерческий эксплуатация сеть 4g (lte) в республика бурятия сеть четвертый 
positive	в 75% филиал @beeline_rus в регион компания занимать 1 или 2 место на рынок / 2q2014 
neutral	 @kugewyrymeh: сми: мегафон и норникель переводить средство в гонконгский доллар 
positive	@votetosamoe кстати мегафоновский lte на айпадок просто летать 
positive	ростелеком переходить на электронный доставка счет авансовый абонент 
neutral	 @makars: команда коломойский хотеть национализировать укртелеком мтс и киевстар http://tco/zmrwhffho3 http://tco/czpo6jkzla 
negative	в керчь прекращать работать украинский оператор мтс 
negative	что мтс делать на первый место в актуальный украина 
positive	упрощать набор опция добиваться снижение отток на пакетный тариф вводить уникальный возможность расшаривание интернет @beeline_rus 
neutral	@megafonru например вот это: нужный деньги 3аймы быстро честно 3вонuтe 88005554464 - деньги быть 
neutral	#интернет #медиа уход мтс из крым – политически разумный решение http://tco/6cwnifn1te 
negative	упс накладочка выходить только мтс переставать работать остальной оператор пока работать 
neutral	ростелеком и tele2 завершать создание оператор сотовый связь: компания tele2 и ростелеком завершать работа по создание новый  
neutral	#sledui ростелеком и tele2 завершать создание оператор сотовый связь 
neutral	ростелеком и tele2 завершать создание оператор сотовый связь  #новость 
neutral	ростелеком и tele2 завершать создание оператор сотовый связь  - #новость 
neutral	ростелеком и tele2 завершать создание оператор сотовый связь  #followback #follow 
neutral	ростелеком и tele2 завершать создание оператор сотовый связь  #новость #news 
neutral	ростелеком и tele2 завершать создание оператор сотовый связь   
neutral	ростелеком и tele2 завершать создание оператор сотовый связь   
negative	@eldarmurtazin @spotresov вовремя избавляться от билайн и мтс 1 в пассив 1 контракт 
negative	сегодня утро житель севастополь не мочь ни до кто дозваниваться абонент мтс-украина оставаться без связь нет сигнал сотовый сеть пробла 
positive	@_beeline_kz здорово а интернет дома тоже без комиссия 
neutral	 @03_ppm: ростелеком и tele2 
neutral	#читайменяаятебать мтс-украина просить коллега организовывать технический роуминг в крым 
neutral	мтс-украина просить коллега организовывать технический роуминг в крым 
positive	 @synejywomas: мегафон подключать свой клиент к хороший европейский мобильный интернет 
positive	корпорация ростелеком анонсировать старт большой работа по развитие система связь в столица ямал по итог стройка который пройти в тр 
neutral	позвонить в техподдержка билайн я же говорить что это ссаный кафе я провод перерезывать сука 
negative	а и да у мы же крымский власть отключать #мтс сам #мтс на свой сайт обещать восстанавливать связь но бояться он просто не давать 
negative	 @lana_mem: в город не работать мтс 2 неделя и не обещать пойти ажиотаж на пакет лайф между прочее лайт это компания астелить  - тот  
neutral	 @lina__leto: ростелеком и tele2 россия завершать слияние сотовый актив 
neutral	мтс-украина просить коллега помогать организовывать технический роуминг в крым (1) http://tco/thfd6ghczw 
neutral	#читаешьменячитаютебать это точно быть недавно на пресск билайн в качество журналист и встречать там upsya ) 
neutral	у мегафон быть безлимитный инет в роуминг о_о 
negative	063 1185319 новый номер мтс не работать в крым 
neutral	zaletchikya мтс-украина обращаться к другой оператор для восстановление связь в крым 
negative	компания мтс-украина заявлять что связь в крым отключать не онава компания &amp;quot;мтс-украина&amp;quot; заявлять что отключение ее сеть в к 
neutral	#компьютер ростелеком и tele2 завершать создание совместный сотовый оператор #читать #ru_ff 
neutral	завершать создание новый федеральный сотовый оператор: москва – tele2 альтернативный оператор мобильный с http://tco/zypj0owukp 
neutral	ростелеком и tele2 завершать создание совместный сотовый оператор: представитель ростелеком и tele2 http://tco/nxrykhcog1 
neutral	завершать сделка по создание в россия четвертый федеральный сотовый оператор tele2 компания быть сформировывать из актив tele2 россия 
neutral	@manofdeterminat мы не обладать информация по данный вопрос ^ава #мтс 
neutral	 @yurymihalich: после 22 000 км путешествие по  #россия жживой сергей доля  и antoniojarosso  #ростелеком #exprussia http://tco/kzfwriqb 
positive	компания vimpelсom который владеть торговый марка билайн сообщать о чистый прибыль за второй квартал в $100 млн об это говориться в р 
neutral	#retweet москва 6 август мтс украина сеть который переставать работать в крым в ночь на среда обращаться к украинский оператор 
neutral	ростелеком и tele2 завершать создание совместный сотовый оператор 
neutral	мтс украина попросить украинский оператор организовывать техроуминг в крым: москва 6 август /итар-тасс/ http://tco/bqzqyt8b3w 
neutral	#безлимитка от 200 рубль #tele2 #rufollowback #followback # http://tco/ffaw2mfu80 
neutral	как взять кредит на tele2 http://tco/y0l4rutit3 
negative	в крым полностью исчезать связь мтс-украина (112) 
negative	мтс-украина знать кто виноватый в отсутствие связь #крым http://tco/facmabmcnm http://tco/am0jeh2lvq 
negative	мтс ахуеть отключать в крым связь долбон 
negative	сдыхать тупой мегафон тварина блядоносный я хотеть интернет ты обо я подумать сука илин ет 
positive	слышать ли вы о то что nokia обгонять по продажа iphone в рф скоро все это происходить из-за пиар и выгодный предложение мтс и др 
neutral	#мтс #украина обращаться к другой украинский операторамчтоба восстанавливать связь в крым http://tco/ks7uzob9sc #санкция #крым #днр #сша #ес 
neutral	мтс украина попросить украинский оператор работать в крым организовывать техроуминг для восстановление http://tco/zi24akrlsw 
negative	отключение абонент в крым становиться неожиданность для мтс украина http://tco/tv5uqlms9t 
positive	взять себя #мтс  вроде работать:) 
positive	@_abloud @beeline_rus вы спасибо) 
negative	выручка вымпелком во второй квартал снижаться на 7 процент 
positive	#компьютер 5 правило комфортный роуминг от мегафон #читать #ru_ff 
neutral	#компьютер мтс-украина обращаться к другой оператор для восстановление связь в крым #читать #ru_ff 
neutral	#билайн  мвахах http://tco/4cri26ekkb 
neutral	компания мтс-украина обращаться за помощь к другой украинский сотовый оператор для то чтобы восстанавливать связь на территория крым в 
neutral	друг быть у кто мегафон / буквально на пара день 
negative	друг у кто-нибудь ловить 4g мегафон в москва и область # 
negative	#всеновость в крым полностью исчезать связь мтс-украина: мобильный оператор обращаться к коллега за http://tco/grxcojui7h #сейчас 
neutral	до сколька салон мтс работать 
neutral	мегафон и alcatel onetouch представлять новый смартфон pop s7 
neutral	ростелеком объявлять о закрытие второй завершать этап сделка с tele2 россия по создание новый федеральный мобильный оператор по 
neutral	 @_abloud: @beeline_rus @myslobodin в ответ на инициатива мтс в область gpon в москва билайн вводить предложение фикс шпд со скорость  
neutral	ростелеком и tele2 завершать создание совместный предприятие компания закрывать второй этап сделка по интеграция мобильный актив акцио 
negative	аксенов: власть крым непричастный к отключение связь мтс украина 
neutral	мтс украина заявлять что принимать весь мера для возобновление связь в крым #севастополь http://tco/bcyd89w0ls http://tco/rkcoquluil 
neutral	мтс украина просить организовывать техроуминг в крым 
neutral	мтс украина просить организовывать техроуминг в крым: компания мтс украина обращаться к украинский мобильный http://tco/gam0i2616r 
neutral	ростелеком и tele2 завершать создание мобильный сп 
negative	компания мтс-украина заявлять что связь в крым отключать не она http://tco/oepwfty4sv 
neutral	компания мтс http://tco/emx89weogo 
negative	 @hromadskeradio: в крым полностью отключать мобильный связь мтс украина мобильный оператор мтс украина переставать работать по http:// 
neutral	#ff_ru линия оптический связь (ростелеком транстелеком) государственный релейка (если еще действовать) 
positive	и здесь организатор выражать огромный благодарность мобильный оператор билайн 
neutral	tele2 запускать викторина о путешествие по россия 
negative	 @krymkomtv: мтс украина лишаться сетевой управление над объект связь крым http://tco/rg7g9bgwdd 
negative	власть крым не отключать оператор мтс-украина 
neutral	мтс-украина попытаться вернуться в крым | крым | вести http://tco/i5rkl3xngc с помощь @twitterapi 
neutral	как звонить по-русски проверять связь мтс в крым / сейчас ходить информация что с 5 август весь украинский  http://tco/qhfrxgni0o 
neutral	мтс просить другой оператор поделиться сеть в крым 
negative	в мтс-украина подчеркивать что не отказываться от работа в крым а перебой со связь на полуостров объяснять внешний влияние 
neutral	оао ростелеком и tele2 завершать создание мобильный сп 
neutral	житель севастополь смочь пользоваться сей-карта мтс только на территория украина 
negative	в симферополь продолжаться ажиотаж связывать с отключение мтс-украина продавец подымать цена на пакет:  http://tco/01hxokpuz7 
negative	крымский банк свой проблема скидывать на мтс 
negative	крымский банк свой проблема скидывать на мтс  #hitech #компьютер 
negative	#iphone #android крымский банк свой проблема скидывать на мтс  #ipad #samsung 
positive	 @xyevayayalta: ялта очередь за новый симка а на набережная все рекомендовать мтс http://tco/2rhzzzuchi 
neutral	@manofdeterminat&gt; предоставляться с привлечение роуминговый партнер по домашний тариф краснодарский край ^ава #мтс 
neutral	коломойский хотеть налагать лапа на провайдер мтс и киевстар  http://tco/6eozzrhmvt #хунта #олигархат #постукраина 
negative	@perevalsk_ua @islamou40 @perevalshchyna у я родня в #фащевка связь с они нет уже неделя #мтс блявот думать как добираться 
neutral	власть крым не предпринимать никакой силовой действие в отношение имущество оператор мобильный связь мтс-украина такой комментарий сегода 
positive	# мегафон запускать в смоленск сеть 4g+ 
negative	в енакиево исчезать мобильный связь оператор life ранее исчезать и мтс 
negative	 @mrcrimea: мтс отключать в крым мтс все идти стоять на жара в очередь и снова покупать мтс который отключать мтс   #крымчанетерпила 
positive	мегафон запускать в смоленск сеть 4g+ http://tco/0lhfaaxm0s #новость 
negative	осторожно  сайт отслеживание посылка услуга подключаться очень шустро потом 20р в день @eldarmurtazin @megafonru http://tco/afzcsxvhc4 
negative	у мой второй половина сегодня день ре и он же сам позвонить я чтобы я он поздравлять потому что в деревня #мегафон не ловить:( 
negative	че за хуйня я мтс наподключать 
negative	(новость крым) мобильный оператор мтс украина до сей пора не мочь восстанавливать сетевой подключение для крымский абонент компания лишать 
neutral	 @hajunisibyd: норникель и мегафон выбирать гонконгский доллар 
neutral	мтс просить другой оператор поделиться сеть в крым: в мтс-украина подчеркивать что не отказываться от раб http://tco/1tdms6ncvs 
neutral	мтс просить другой оператор поделиться сеть в крым: в мтс-украина подчеркивать что не отказываться от раб http://tco/pwnhsq2qzb 
neutral	мтс-украина обращаться за помощь к другой оператор в крым 
negative	@itasig @husnizhne так связь глушить на сайт мтс написать что нет электричество и повреждать оборудование 
positive	 @honeart: @wylsacom интернет от #мегафон работать даже на ipad без 3g)) http://tco/izsll4mvk3 
positive	#интернет #медиа мегафон запускать в смоленск сеть 4g+ http://tco/oebdk0ckay 
neutral	@pashich_ssd в любой call-центр бывать час пик когда очень много абонент пытаться одновременно дозваниваться &gt;&gt; ^ава #мтс 
neutral	на база tele2 создавать новый федеральный сотовый оператор #android #twitter 
neutral	@pashich_ssd уточнять пожалуйста адрес салон в который вы обращаться дата визит подробный описание ситуация ваш конт№ ^ава #мтс 
negative	 @vitalijmonyukin: мтс в симферополь отключать якобы из-за авария 
negative	возмущать отключение оператор &amp;quot;мтс-украина&amp;quot; в крым житель штурмовать представительство мтс требовать пояснять на какой основани 
negative	украинский оператор мобильный связь &amp;quot;мтс-украина&amp;quot; сообщать что отключение абонент в симферополь связывать с то что компания лиш 
neutral	@lexandrgurkin уточнять пожалуйста когда быть звонок о который идти речь ^ава #мтс 
positive	 @husnizhne: в снежный проклевываться мтс звонить 
positive	билайн запускать сеть lte в тамбов и мичуринск http://tco/lycienzxak сайт @igadget_in_ua 
neutral	@beshkenadze мтс 
negative	казанский разработчик медицинский информационный система кир мочь лишаться несколько десяток сотрудник при поддержка ростелеком чь 
neutral	#rufollowme финансовый и операционный итог 2 квартал 2014 год российский вымпелком лтд: б http://tco/uqxwworrxs #rufollowback 
negative	 @_pushistiy_: полосочка быть а вызов не идти сразу бииип и все #донецк #мтс 
negative	@skhakirov @ostro_v писать в донецк тоже #донецк мтс не работать 
neutral	компания &amp;laquo;мегафон&amp;raquo; совместно сmediatekи alcatel onetouch представлять смартфон pops7 поддерживать сеть lte устройство становиться 
negative	также отсутсвуета связь #мтс в ясиноватая 
negative	пользователь соцсеть сообщать об отсутствие связь мтс в #донецк #мариуполь #макеевка #славянск http://tco/i5udhjdarw 
neutral	@renatgukov спасибо за уточнение принимать в работа #билайн 
negative	 @fuckysebastopol: дполонскийнедоминистр связь крымаему (и весь родсвенник до 5-го колено) крымчанин должный быть благодарный за мтс  
neutral	компания &amp;quot;мтс украина&amp;quot; обращаться к украинский мобильный оператор c просьба помогать организовывать технический роуминг сообщать 
neutral	на база tele2 создавать новый федеральный сотовый оператор 
negative	 @donbass_forces: над #донецк`ом в течение десятка минута летать самолет-разведчик пво  #днр молчать в город пропадать связь мтс киевстар  
negative	класс глушить связь в донецк мтс 
negative	во временно оккупировать крым полностью отключать оператор мобильный связь &amp;quot;мтс-украина&amp;quot; как сообщать местный сми проблема со 
negative	http://tco/fgzbklobci выручка вымпелком во второй квартал снижаться на 7 процент 
negative	@tombreadley @sitemaidan российский мтс симка и этот компания у мы еще работать 
positive	мтс предлагать покупатель смартфон lenovo три месяц безлимит - пресс-релиз  киев украина &amp;ndash; оператор мобильный связь &amp;laquo; 
positive	 @vikson_tw: як же ж я любить реклама мтс з вакарчук))) 
negative	для мтс-украина становиться неожиданность отключение абонент в&amp;#8230; 
negative	 @ostro_v: пользователь соцсеть сообщать об отсутствие связь мтс в донецк мариуполь макеевка славянск константиновка  горловка бе 
negative	заявление: действие который приводить к прекращение работа мтс украина в крым -  http://tco/6glrt7l3va #крым #крим #crimea 
negative	 @euromaydan: пользователь соцсеть сообщать об отсутствие связь мтс в #донецк #мариуполь #макеевка #славянск http://tco/i5udhjd 
neutral	как на билайн качать бесплатно 
negative	@mts_ukraine #мтс #мариуполь связь лежать пояснять абонент в что дело во избежание паника 
negative	да лежать конкретно мтс 
neutral	главный: глава совмин исключать вмешательство власть крым в работа мобильный оператор мтс: обществовласта http://tco/krtn1i8drl 
negative	#донецк #украина #война #рсд /  / мтс лежать во весь город друг что случаться пока не знать скажем через 20-30 минута 
neutral	 @yamobi: в россия завершаться создание новый федеральный сотовый оператор http://tco/eztdpkiucj #ростелеком #tele2 
negative	что опять с мтс никто не мочь набирать(((( 
negative	 @rianru: отключение абонент в крым становиться неожиданность для мтс украина http://tco/tv5uqlms9t 
negative	мтс помнить любить скорбеть 
neutral	мтс пытаться восстанавливать связь в крым с помощь другой оператор: в компания не знать причина по который http://tco/qfqufiefed #vk 
negative	в #донецкий область только что  отключать мтс сука 
negative	работа мтс в крым полностью парализовать: 4 август власть россия запускать в аннексировать крым работа но http://tco/qcwegrrm5r 
positive	@a_b_brightside только что спокойно звонить мтс на мтс кс тоже полный антенна 
positive	выручка билайн от мобильный передача данные во второй квартал вырастать на 17% 
negative	@a_b_brightside запорожье:не мочь никто на мтс дозваниваться киевстар работать 
neutral	создание новый федеральный сотовый оператор завершать tele2 и ростелеком объявлять о закрытие второй этап сделка по интеграция мобил 
negative	в донецк ложиться связь мтс 
negative	в донецк ложиться связь мтс http://tco/d8j07gvj0b 
negative	@oncrimea за это мтс надо путин в россия отрубать 
positive	мегафон предоставлять житель смоленск доступ к сеть 4g + 
positive	мегафон предоставлять житель смоленск доступ к сеть 4g + http://tco/shlx604dgn 
negative	@venice_kun заблокировать вместо пара арт весь сайт просто ростелеком - феерический идиот 
positive	вот бы встречать на улица вакарчук как в новый реклама мтс*0* сидеть себя на скамейка и тут проходить мимо святослав вакарчук #мечта 
negative	 @lenayarmutina: по все донецк кружить самолет-связь мтс нет-сафари на мирный житель начинаетсяжутко 
negative	 @ian_tanya: луганский вата рассказывать что скоро мтс вообще отключать по весь украина это с какой хер интересно только если рашист 
negative	в горловка ложиться связь мтс 
negative	 @hy_donetsk: киевстар пахать мтс лежать 
negative	 @ian_tanya: я бы на место сбу трясти сейчас украинский офис мтс они что-то знать - это 100% 
negative	работа мтс в крым полностью парализовать 
negative	@karuka_alsen видеть у мы мтс то помирать так что не писать смска ладно 
negative	@avers_ion да я тоже думать что заниматься народ нечего развлекуха прыгать с один мтс на другой и переплачивать за связь массово 
negative	все пиздец мтс в донецк переставать работать 
neutral	купить карточка мтс россия а получаться что life) 
negative	перебивать магистраль #мтс #дебальцево и #дзержинск #артемовск #горловка #краматорск #дружковка #константиновка и #славянск ост 50/50 
negative	со сторона власть крым не быть никакой силовой действие по отключение мтс-украина – аксенов: власть крым не http://tco/sr1myw9odf 
neutral	я тоже так всегда считать и теперь я тоже хотеться знать это достоверно я обязательно добиваться этот ответ от мтс 
negative	в горловка ложиться связь мтс: последний несколько час в горловка невозможно дозваниваться внутри сеть мтс http://tco/z9xstca88g 
negative	 @sidarkevicha: в донецк связь нет ни у кто поход мтс отключать 
neutral	как настраивать модем mts http://tco/fpb91blzkd 
negative	мтс-украина приводить в сбоевой положение // начинаться отключение сеть оператор в крым 
negative	сеть мтс-украина отключаться в севастополь 
neutral	 @ecrimea: главный: глава совмин исключать вмешательство власть крым в работа мобильный оператор мтс: обществовласта http://tco/ 
positive	 @iravinnitska: @urkdonbass @solomonmax @juan_pedro_jose зато они сегодня по 500 рубль (вместо 50 руб) новый карточка мтс роспродавать к 
negative	#украина: мтс украина рисковать потерять миллиард в крым http://tco/2xbdllntox 
neutral	@beeline_rus окейспасибо постараться устранять проблема на пляж 
negative	 @hromadskeradio: в крым человек без мобильный связь симка оператор россия нет в продажа мтс украина отключать http://tco/nz3clbjekg ht 
negative	 @sloviansk: #мтс и #киевстар лежать по весь донецкий область 
positive	билайн вернуть клиент средство списывать контент-провайдер 
negative	#происшествие в донецк не работать оператор мтс http://tco/uimrmplirn 
positive	#инсайд - наш родной город #иваново выбирать для тестирование сверхскоростной интернет от #билайн 
neutral	@shinya_oppa @arkona =___\ это здесь не при чем вообще у мы ващета свой филиал мтс украина в киев если я не ошибаться 
negative	работать лайф сутки не работать интернет потом включать теперь не работать мтс это как называться  третий лишний  
negative	в донецк отключать мобильный сеть мтс - горсовет 
negative	в донецк отключать мобильный сеть мтс - горсовет: повреждать передающий оборудование специалист мтс пока не http://tco/d7jpmrt2bo 
negative	@ru_mts @mts_news когда быть интернет по крым 
positive	яновость | hi-tech: билайн вновь делать смартфон доступный http://tco/kipunrnsmc 
neutral	@morlusha здравствовать что именно вы интересовать о постоплатной система расчет #билайн 
negative	в донецк слышный взрыв не работать мобильный оператор мтс - горсовет - &amp;#1055;&amp;#1086;  - &amp;#1055;&amp;#1086;  - http://tco/gdl2x4fpjk 
negative	крымский власть уверять что мтс сам выключать связь на полуостров: никакой принудительный действие со сторона http://tco/vpf69vnwag 
negative	севастополь в ночь на среда быть отключать от связь весь абонент сотовый оператор мтс украина  еще один украинский оператор киевстар раб 
negative	роскомнадзор заблокировать группа изображение в популярный коммерческий онлайн-галерея deviantart у некоторый пользователь билайн и&amp;nbsp 
negative	@hy_donetsk  краматорск и мтс и киевстар лежать лайф в работа 
positive	неожиданный прикол от мтс россия на экран рано быть написать mts ukr а низко быть написать mts rus теперь же писать win mts rus) #крым 
negative	#ua #news мобильный оператор мтс не работать в донецк - горсовет http://tco/zitaysivpv #новость #украина 
neutral	tele2 и ростелеком создавать национальный оператор сотовый связь http://tco/het0ien0kc 
negative	 @hy_donetsk: #мтс лежать точно от мариуполь-донецк-горловка-красноармейск кто севернее сообщать что там 
negative	#inforesist в донецк не работать оператор мтс слышный взрыв http://tco/v68eaq36m5 
negative	в донецк отключать мобильный сеть мтс - горсовет http://tco/gcipc934xd 
negative	в донецк не работать мтс - в д http://tco/xdsl7rm260 
negative	в донецк не работать мтс - в д http://tco/8osmscbep9 
negative	@zotovaleksej @tele2tula ну тогда и нет смысл в сеть третий и четвертый поколение переход на 4g - это минимум 2 год для абонент t2 
negative	в донецк не работать мтс - в д http://tco/d2hmvlq1c4 
negative	 @interfaxua: в донецк слышный взрыв не работать мобильный оператор мтс - горсовет http://tco/oiah5vjzx7 #ukraine 
negative	@ru_mts подключать я опция воровать с мой лицевой счет ради скидка на планшет http://tco/pkatidt15x 
neutral	@sergeydotml @zotovaleksej @tele2tula сделать дешевый вай фай 4g - первый приобретать) 
positive	ростелеком обеспечивать качественный связь и интернет практически весь высокогорный ирафский район северный осетия 
negative	кстати у мы не работать мтс сигнал быть а сеть не работать в славянск и кркматорск так делать укр перед атака 
negative	 @borisich_glass: кстати у мы не работать мтс сигнал быть а сеть не работать в славянск и кркматорск так делать укр перед атака 
negative	#экономика чистый прибыль vimpelcom упасть в 57 раз: фото риа новость компания vімреlсом (управлять бренд билайн) сокращать ч  # 
neutral	ну привет (@ beeline октябрьский поле in москва) https://tco/wllfthqq1n 
negative	у я теле2 уже больше 10 год так что мочь я не рассказывать:) в школьный гардероб он не принимать совсем а в бассейн плохо 
positive	 @jeremielbeanss: @urkdonbass @solomonmax @iravinnitska @juan_pedro_jose пацан в джанкой связь быть лайфить и мтс точно 
neutral	 @gost8520: мегафон и норникель переводить средство в гонконгский доллар — рамблер-новость http://tco/s0s1xjhz3f 
neutral	мтс-украина просить другой оператор предоставлять технический роуминг абонент мтс в крым: 6 август весь або http://tco/xaaiguxrox 
neutral	мтс-украина просить другой оператор предоставлять технический роуминг абонент мтс в крым: 6 август весь або http://tco/c63wzz22sr 
neutral	мтс-украина просить другой оператор предоставлять технический роуминг абонент мтс в крым http://tco/u9sgmdtun1 
negative	не работать вчера об это написать и я билайновский блог отвечать что это орган давать соответствующий предписание по все севкавказ 
negative	в донецк отключать мобильный сеть мтс — горсовет -  - &amp;#1055;&amp;#1086;&amp;#1074;&amp;#1088;&amp;#1077;&amp;#1078;&amp;#1076;&amp;#1077;  - http://tco/i7ehc2nuzw 
negative	@letokot @saviik_shuster @vasilymaximov ага только что-то по очередь отключаться -мтспот кс потом лайф 
negative	еще пользоваться мегафон по причина давно примелькаться у клиент номер (она риэлтор) так с он не звонить а деньги списываться 
neutral	мтс украина работать над восстановление связь в симферополь http://tco/bsf7yzafpu 
positive	клиент мегафон быть получать бонус за автоплатеж до конец год http://tco/bilmpnqv7u #небо 
neutral	@transport37 с конец сентябрь только для тот у кто домашний интернет от #билайн 
neutral	киевстар рассказывать о ситуация в зона ато и крым и мтс http://tco/5vbiw5hahg 
positive	билайн запускать 4g в абакан и черногорск 
negative	никакой принудительный действие со сторона власть крым к отключение оператор мобильный связь мтс-украина не быть об это сообщать ио 
negative	http://tco/q7hdz2mcdz украинский мобильный оператор мтс заверять что отключение оператор в крым для они становиться большой неожиданнос 
